sample_id,text,true_keywords,keybert_keywords,keybert_precision,keybert_recall,keybert_f1,keybert_partial_match,keybert_map,keybert_ndcg,keybert_semantic_sim,tfidf_keywords,tfidf_precision,tfidf_recall,tfidf_f1,tfidf_partial_match,tfidf_map,tfidf_ndcg,tfidf_semantic_sim,textrank_keywords,textrank_precision,textrank_recall,textrank_f1,textrank_partial_match,textrank_map,textrank_ndcg,textrank_semantic_sim,hybrid_keywords,hybrid_precision,hybrid_recall,hybrid_f1,hybrid_partial_match,hybrid_map,hybrid_ndcg,hybrid_semantic_sim
44,Dueling Guitars in Gameland MTV and Activision Face Off The holiday season is when all the action takes place in the video game business and this year has already pitted Microsoft s Xbox 360 against S...,Guitars; MTV Networks; Computer and Video Games; Rock Music; Activision Incorporated,previous guitar hero; depend on franchises; their revenue during; established the mtv; rivalry between mtv,0.0,0.0,0,0.0,0.0,0.0,0.59159654,,0,0,0,0,0.0,0.0,0,entertainment; stratocaster; mockumentary; increasingly; playstation,0.0,0.0,0.0,0.0,0.0,0.0,0.630661,previous guitar hero; depend on franchises; their revenue during; its core demographic; established the mtv,0.0,0.0,0,0.0,0.0,0.0,0.5928138
45,Louisville Turns Back Cincinnati s Late Run and Rules the Big East The last time that Louisville and Cincinnati met in a league tournament title game the Cardinals beat the Bearcats in the Metro Confe...,Basketball; University of Louisville; Basketball (College); University of Cincinnati; Big East Conference; Pitino Rick; College Athletics,minutes the bearcats; see nebraska leaving; game the cardinals; defined the league; schedule has long,0.0,0.0,0,0.0,0.0,0.0,0.592526,,0,0,0,0,0.0,0.0,0,disappointing; construction; partisanship; familiarity; forgettable,0.0,0.0,0.0,0.0,0.0,0.0,0.6964607,minutes the bearcats; see nebraska leaving; explained the sloppy; in league tournament; satisfy the monetary,0.0,0.0,0,0.0,0.0,0.0,0.6105323
46,Tokyo stocks tumble on Trump s Mexico tariff threat Stocks took a plunge on the Tokyo Stock Exchange on Friday battered by the yen s sharp rise against the dollar after U S President Donald Trump thre...,stocks; tse; nikkei 225,issues finished down; nikkei average dived; selling in companies; prices they included; months brokers said,0.0,0.0,0,0.0,0.0,0.0,0.5885185,,0,0,0,0,0.0,0.0,0,pharmaceutical; manufacturing; increasingly; announcement; outnumbered,0.0,0.0,0.0,0.0,0.0,0.0,0.58210886,issues finished down; nikkei average dived; weaker than expected; tokyo market brokers; threatened to impose,0.0,0.0,0,0.0,0.0,0.0,0.6118761
47,In Asteroid s Aftermath a Sigh of Relief Using an eclectic mix of crowd sourced video information from Google Earth and data from nuclear test ban sensors scientists have gotten a much more accurate p...,Asteroid; Russia; Research; University of Western Ontario; University of Antioquia; Meteors and Meteorites; Chelyabinsk Russia; Outer space,had detonated closer; about small asteroid; exploded last month; said his foundation; western ontario who,0.0,0.0,0,0.2,0.0,0.0,0.67244166,,0,0,0,0,0.0,0.0,0,superpressurized; characteristics; congressional; massachusetts; superimposing,0.0,0.0,0.0,0.0,0.0,0.0,0.6962885,had detonated closer; about small asteroid; contributed to surge; shadows of lampposts; ban sensors provided,0.0,0.0,0,0.2,0.0,0.0,0.6624954
48,IMF cuts global growth outlook to lowest since financial crisis WASHINGTON The International Monetary Fund cut its outlook for global growth to the lowest since the financial crisis amid a bleaker out...,imf; economic growth; global economy,economy decade after; the washington based; raised its forecast; crisis lagarde said; reflects the impact,0.0,0.0,0,0.0,0.0,0.0,0.5745114,,0,0,0,0,0.0,0.0,0,manufacturing; international; developments; expectations; negotiations,0.0,0.0,0.0,0.0,0.0,0.0,0.6195056,economy decade after; weak domestic demand; year down percentage; the washington based; raised its forecast,0.0,0.0,0,0.0,0.0,0.0,0.59114563
49,Japan Backs Off From Emissions Targets Citing Fukushima Disaster TOKYO Japan took a major step back on Friday from earlier pledges to slash its greenhouse gas emissions saying a shutdown of its nuclea...,Japan; Greenhouse gas; Global Warming; Kyoto Protocol; Climate Change; Fukushima Daiichi Nuclear Disaster; UNFCCC,its own calculations; adopted narrow goal; target more broadly; its nuclear plants; reduce its current,0.0,0.0,0,0.0,0.0,0.0,0.5907218,,0,0,0,0,0.0,0.0,0,communications; responsibility; environmental; preindustrial; international,0.0,0.0,0.0,0.0,0.0,0.0,0.654247,its own calculations; diversify its energy; burning fossil fuels; from earlier pledges; about the difficulty,0.0,0.0,0,0.0,0.0,0.0,0.6232012
50,Meaty vending machine lets Parisians buy sausages steaks 24 7 PARIS With their beloved baguette already available 24 hours a day it seems only logical that Parisians can now get the Bayonne ham and Ba...,meat; vending machines; france,intestines he bought; those shops florence; stop running errands; their favorite shop; shops remain closed,0.0,0.0,0,0.0,0.0,0.0,0.64580595,,0,0,0,0,0.0,0.0,0,andouillettes; andouillette; delicatessen; refrigerated; restaurants,0.0,0.0,0.0,0.0,0.0,0.0,0.70954156,buy my andouillettes; intestines he bought; those shops florence; stop running errands; beef carpaccio there,0.0,0.0,0,0.0,0.0,0.0,0.6450185
51,The Sun That Did Not Roar This is the height of the 11 year solar cycle the so called solar maximum The face of the Sun should be pockmarked with sunspots and cataclysmic explosions of X rays and part...,Sun; NASA; Solar Dynamics Observatory; Space,started counting has; called solar maximum; joseph kunches space; more specks appeared; more head scratching,0.0,0.0,0,0.2,0.0,0.0,0.5936427,,0,0,0,0,0.0,0.0,0,technological; understanding; periodically; civilization; enlightening,0.0,0.0,0.0,0.0,0.0,0.0,0.59925616,started counting has; called solar maximum; the minimal sunspots; joseph kunches space; more specks appeared,0.0,0.0,0,0.4,0.0,0.0,0.5982809
52,As N C A A Issues Pile Up a Call for a Commission After hearings on Capitol Hill this year to examine the N C A A and college sports some lawmakers believe they have found the next step for the federa...,College Sports; Jim Moran; NCAA; US Politics; Labor Unions,discussed the issues; athletes the budgets; attended the meeting; sports which served; group who attended,0.0,0.0,0,0.0,0.0,0.0,0.51876104,,0,0,0,0,0.0,0.0,0,representatives; representative; administration; comprehensive; northwestern,0.0,0.0,0.0,0.0,0.0,0.0,0.5284165,discussed the issues; athletes the budgets; attended the meeting; discussed tuesday mr; finances the federal,0.0,0.0,0,0.0,0.0,0.0,0.53844416
53,Brazil s Sao Paulo Shimbun largest overseas Japanese language newspaper closes after 72 years SAO PAULO The Sao Paulo Shimbun newspaper has printed its final edition ending a 72 year run as a vital re...,brazil; sao paulo shimbun; helen mizumoto; japan world war ii,mizumoto said adding; largest country into; the first immigrants; final edition ending; needed more workers,0.0,0.0,0,0.0,0.0,0.0,0.6737805,,0,0,0,0,0.0,0.0,0,modernization; international; agricultural; deteriorated; negotiations,0.0,0.0,0.0,0.0,0.0,0.0,0.66289276,mizumoto said adding; helena mizumoto said; owned businesses the; largest country into; the first immigrants,0.0,0.0,0,0.0,0.0,0.0,0.72747916
54,Japan approves plan to send SDF officers to Sinai on first non U N peacekeeping mission The government on Tuesday approved sending two Self Defense Forces officers to a multinational peacekeeping forc...,sinai; peacekeeping; egypt; israel; mfo; self defense forces,cease fire agreement; suga separately told; united nations japan; two gsdf members; of our country,0.0,0.0,0,0.0,0.0,0.0,0.6691988,,0,0,0,0,0.0,0.0,0,implementation; international; participation; multinational; parliamentary,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.7110801,approved sending two; cease fire agreement; peninsula in eastern; suga separately told; monitoring the cease,0.0,0.0,0,0.0,0.0,0.0,0.67248833
55,Justice Ministry to accept online Japan visa renewals from July but only by employers and agents The Justice Ministry announced Tuesday that it will introduce an online application system for visa ren...,justice ministry; immigration; foreign workers; expats; foreign trainees,employers and agents; diplomats short term; three years starting; more foreign workers; introduce an online,0.0,0.0,0,0.2,0.0,0.0,0.69673115,,0,0,0,0,0.0,0.0,0,organizations; professionals; announcement; registration; organization,0.0,0.0,0.0,0.2,0.025,0.0,0.7017131,employers and agents; diplomats short term; submit related forms; attract more foreign; three years starting,0.0,0.0,0,0.0,0.0,0.0,0.674854
56,Sex tapes apparently showing Mahathir aide with another man cloud PM s succession plan KUALA LUMPUR Leaked sex videos purporting to show a potential successor to Malaysian Prime Minister Mahathir Moha...,sex; malaysia; mahathir mohamad; mohamed azmin ali; anwar ibrahim; lgbt; scandals; sexuality,cutting mahathir has; has fueled suspicion; convinced the videos; government term said; has sharpened focus,0.0,0.0,0,0.0,0.0,0.0,0.70503515,,0,0,0,0,0.0,0.0,0,unscrupulously; relationship; increasingly; investigated; acknowledged,0.0,0.0,0.0,0.0,0.0,0.0,0.6686629,cutting mahathir has; has fueled suspicion; said mahathir office; convinced the videos; government term said,0.0,0.0,0,0.0,0.0,0.0,0.7181533
57,Nobel winner Tasuku Honjo sees bigger role for immunotherapy in battling cancer STOCKHOLM Japanese scientist Tasuku Honjo who jointly won this year s Nobel Prize in physiology or medicine for his rese...,tasuku honjo; cancer; nobel prize; medicine; james allison; health,advanced study spoke; fund was established; enhances the immune; assembly honjo said; his team discovered,0.0,0.0,0,0.0,0.0,0.0,0.65521514,,0,0,0,0,0.0,0.0,0,revolutionized; serendipities; immunotherapy; effectiveness; commemorating,0.0,0.0,0.0,0.0,0.0,0.0,0.68723583,established at kyoto; cancer cells through; advanced study spoke; fund was established; scheduled to deliver,0.0,0.0,0,0.2,0.0,0.0,0.62340677
58,Boko Haram hits Nigerian city after thousands flee military operation KANO NIGERIA Boko Haram fighters attacked the northeast Nigerian city of Damaturu for the first time since late 2014 residents sai...,boko haram; nigeria; damaturu; yobe; islamic state; terrorism,city after thousands; soldiers were killed; maisandari area told; offensive two locals; against the jihadis,0.0,0.0,0,0.0,0.0,0.0,0.70028836,,0,0,0,0,0.0,0.0,0,neighbouring; coordinator; neighboring; possessions; traditional,0.0,0.0,0.0,0.0,0.0,0.0,0.80534315,shekau launched dawn; city after thousands; soldiers were killed; fighters were behind; maisandari area told,0.0,0.0,0,0.0,0.0,0.0,0.69077504
59,Toyota and Subaru agree to jointly develop electric SUVs Toyota Motor Corp and Subaru Corp said Thursday they have agreed to jointly develop an electric sports utility vehicle to be sold under each co...,toyota; subaru; suv; u.s .; carmakers,automakers said they; developed sports car; developed vehicle by; large passenger cars; electric suvs toyota,0.0,0.0,0,0.2,0.0,0.0,0.66481626,,0,0,0,0,0.0,0.0,0,electrification; technological; collaborating; connectivity; technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.6793758,automakers said they; co developed vehicle; developed sports car; developed vehicle by; large passenger cars,0.0,0.0,0,0.0,0.0,0.0,0.66037285
60,Global security officials meet to hammer out united 5G security approach PRAGUE Global cooperation is key to ensuring the security of 5G networks cyber security officials said on Thursday at a meeting...,5g; telecoms; huawei; europe; japan; russia; china; cybersecurity; u.s .; eu,preparing to auction; providers could find; prague because they; cities to augmented; involve the entire,0.0,0.0,0,0.0,0.0,0.0,0.6509779,,0,0,0,0,0.0,0.0,0,representatives; cybersecurity; international; participating; participants,0.2,0.1,0.13333333333333333,0.2,0.05,0.21398626473452756,0.788094,preparing to auction; providers could find; participants said no; could find difficult; the dutch government,0.0,0.0,0,0.0,0.0,0.0,0.63767874
61,Texas Will Require Burial of Aborted Fetuses Texas approved new rules this week requiring health care facilities that perform abortions to bury the fetal remains instead of disposing of them in a sani...,"Texas; Abortion; Greg Abbott; Women's rights,Feminism",rules were finalized; concerns were taken; rules aborted fetal; services has failed; this week requiring,0.0,0.0,0,0.0,0.0,0.0,0.59764445,,0,0,0,0,0.0,0.0,0,unconstitutional; consideration; reproductive; restrictions; particularly,0.0,0.0,0.0,0.0,0.0,0.0,0.6097434,rules were finalized; has been incinerated; women who miscarried; said people comments; to reproductive care,0.0,0.0,0,0.0,0.0,0.0,0.5675004
62,Chinese ride sharing giant Didi Chuxing admits responsibility after passenger is raped murdered BEIJING Chinese ride hailing giant Didi Chuxing said Sunday it will suspend its carpooling service after...,didi chuxing; murder; police; china; transportation,continuing didi said; during early morning; seeking help before; angry users voiced; serve the mobility,0.0,0.0,0,0.0,0.0,0.0,0.6900764,,0,0,0,0,0.0,0.0,0,responsibility; investigation; aggressively; automobility; announcement,0.0,0.0,0.0,0.0,0.0,0.0,0.6784867,continuing didi said; service which allows; mobility demand said; during early morning; police have arrested,0.0,0.0,0,0.2,0.0,0.0,0.66410697
63,Top American Pair Splits The two time United States pairs champions Marissa Castelli and Simon Shnapir who finished ninth at the Olympics ended their partnership Both skaters are looking to continue t...,Marissa Castelli; Simon Shnapir; Figure skating,olympics ended their; shnapir who finished; careers with another; american pair splits; with another partner,0.0,0.0,0,0.2,0.0,0.0,0.6126628,,0,0,0,0,0.0,0.0,0,partnership; champions; castelli; finished; continue,0.0,0.0,0.0,0.2,0.0,0.0,0.6055414,olympics ended their; shnapir who finished; careers with another; american pair splits; with another partner,0.0,0.0,0,0.2,0.0,0.0,0.6126628
64,Brands to Ad Agencies Diversify or Else The advertising industry has tried for decades with little success to shed its Mad Men like reputation as a profession dominated by white men Now some of the wo...,"General Mills; American Association of Advertising Agencies; advertising,marketing; Race and Ethnicity; Women and Girls; Discrimination; Job Recruiting and Hiring; Verizon Communications; HP Inc",expected agencies to; diversify mr fanuele; about their markets; from argentina said; three major brands,0.0,0.0,0,0.2,0.0,0.0,0.6008307,,0,0,0,0,0.0,0.0,0,understanding; possibilities; illustrating; particularly; advertising,0.0,0.0,0.0,0.2,0.0,0.0,0.66437864,how agencies pitched; expected agencies to; diversify mr fanuele; mills after learning; would increase those,0.0,0.0,0,0.2,0.0,0.0,0.5990216
65,Philippines ready and able to create its own space agency minister says MANILA The Philippines is ripe to establish its own space agency the country s science and technology minister said Thursday Cit...,philippines; space,said citing linkages; the country science; creating the agency; and projects needed; added guevara said,0.0,0.0,0,0.0,0.0,0.0,0.6244801,,0,0,0,0,0.0,0.0,0,representatives; microsatellites; microsatellite; undersecretary; infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.6760908,said citing linkages; the country science; the human resources; creating the agency; and projects needed,0.0,0.0,0,0.0,0.0,0.0,0.6266712
66,Military Contractors Await Details of Obama s Budget The good news for big military contractors from President Obama s budget this week was his proposal to increase the basic Pentagon budget by 4 perc...,United States Armament and Defense; Defense Contracts; Budgets and Budgeting; United States Economy,adjusted terms since; were also concerned; budget the defense; government has set; their seats said,0.0,0.0,0,0.0,0.0,0.0,0.6179274,,0,0,0,0,0.0,0.0,0,administration; sophisticated; extraordinary; controversial; deliberations,0.0,0.0,0.0,0.0,0.0,0.0,0.6196621,total defense budget; adjusted terms since; advanced jet fighter; others say president; to persuade congress,0.0,0.0,0,0.0,0.0,0.0,0.6487029
67,Pressure Is on Germany to Narrow Its Trade Gap FRANKFURT Germany s huge trade surplus a source of pride for Germans but an irritant to the rest of Europe could undergo much tougher European Union scru...,Germany; International trade; Euro Crisis; GNP; EU,has depressed demand; procedure the german; would welcome review; undergo much tougher,0.0,0.0,0,0.0,0.0,0.0,0.55476344,,0,0,0,0,0.0,0.0,0,competitiveness; acknowledgment; insufficiently; administrative; prescriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.652187,has depressed demand; procedure the german; were too competitive; clear their concerns; would welcome review,0.0,0.0,0,0.0,0.0,0.0,0.573964
68,Special Hello Kitty dessert buffet available at Hilton Osaka OSAKA A Hello Kitty themed dessert buffet is now available at Hilton Osaka to mark the key anniversaries of one of the world s most beloved...,hello kitty; hilton osaka; osaka,kitty themed dessert; decorated with hello; anniversary of hello; photogenic sweets in; the 45th anniversary,0.0,0.0,0,0.0,0.0,0.0,0.67674553,,0,0,0,0,0.0,0.0,0,anniversaries; anniversary; photogenic; characters; available,0.0,0.0,0.0,0.0,0.0,0.0,0.6139924,kitty themed dessert; kitty dessert buffet; decorated with hello; anniversary of hello; organized the buffet,0.0,0.0,0,0.0,0.0,0.0,0.69749975
69,Saudi Arabia s strategy of silence on Khashoggi risky amid media storm analysts DUBAI Riyadh s silence since shrugging off as baseless reports of a state sponsored killing of Saudi columnist Jamal Kha...,saudi arabia; media; jamal khashoggi; murder; mohammed bin salman; turkey,answers to khashoggi; salman has suffered; said dorsey fellow; leaving the saudi,0.0,0.0,0,0.0,0.0,0.0,0.78818524,,0,0,0,0,0.0,0.0,0,internationally; responsibility; international; disappearance; assassination,0.0,0.0,0.0,0.0,0.0,0.0,0.7245274,answers to khashoggi; lifting decades long; reported the kingdom; salman has suffered; then has maintained,0.0,0.0,0,0.0,0.0,0.0,0.7499207
70,White House and Justice officials discussed Robert Mueller report say media WASHINGTON U S Justice Department officials had numerous conversations in recent days with White House lawyers about the con...,robert mueller; william barr; donald trump; rod rosenstein; u.s .; democrats; russia probe,president legal team; rebuttal to redacted; thursday to discuss; engaged in criminal; morning the justice,0.0,0.0,0,0.0,0.0,0.0,0.7154296,,0,0,0,0,0.0,0.0,0,investigation; conversations; interference; obstruction; conclusions,0.0,0.0,0.0,0.0,0.0,0.0,0.7773869,president legal team; released on thursday; rebuttal to redacted; wednesday mueller on; the main conclusions,0.0,0.0,0,0.0,0.0,0.0,0.7297768
71,James H Quello 95 Ex F C C Commissioner Who Championed the Industry James H Quello who as a generally pro business member of the Federal Communications Commission from the 1970s to the 1990s helped pr...,Federal Communications Commission; Television; Quello James H; Deaths (Obituaries),airwaves wrote rules; said the marketplace; quello had replaced; was indeed democrat; issue that involved,0.0,0.0,0,0.0,0.0,0.0,0.5840041,,0,0,0,0,0.0,0.0,0,telecommunications; communications; representative; granddaughters; opportunities,0.0,0.0,0.0,0.2,0.0,0.0,0.617128,airwaves wrote rules; senators demanded it; its supporters could; said the marketplace; quello had replaced,0.0,0.0,0,0.0,0.0,0.0,0.5707363
72,Islamic State Voice of Paris attacks killed in Syria airstrike sources say PARIS A top French Islamic State jihadi who became notorious after voicing an audio recording claiming responsibility for the...,islamic state; paris attacks; syria; fabien clain; terrorism; baghouz; france; u.s .,rifles had conducted; faransi converted to; paris attacks killed; backed syrian forces; last syrian redoubt,0.0,0.0,0,0.6,0.0,0.0,0.7609262,,0,0,0,0,0.0,0.0,0,responsibility; confirmation; radicalized; responsible; slaughtered,0.0,0.0,0.0,0.0,0.0,0.0,0.74665034,rifles had conducted; faransi converted to; paris attacks killed; backed syrian forces; and carrying assault,0.0,0.0,0,0.4,0.0,0.0,0.7629453
73,Getting Mortgage Payment Cut Takes Patience and Luck On the day in June when her mortgage company finally agreed to lower her monthly payments Yolanda Thomas felt a twinge of hope that she would hold ...,Mortgages; Foreclosures; Housing and Real Estate; Layoffs and Job Reductions; Labor and Jobs; Queens (NYC),reduced her payments; her queens apartment; thomas should indeed; millions of troubled; beginning of october,0.0,0.0,0,0.0,0.0,0.0,0.66631377,,0,0,0,0,0.0,0.0,0,administration; modification; significance; instructions; insufficient,0.0,0.0,0.0,0.0,0.0,0.0,0.66566294,reduced her payments; her reduced payments; her queens apartment; thomas should indeed; millions of troubled,0.0,0.0,0,0.0,0.0,0.0,0.6790302
74,Fiancee of murdered Saudi journalist Jamal Khashoggi says Japan should broach subject at G20 summit LONDON The fiancee of slain Saudi Arabian journalist Jamal Khashoggi has called on the Japanese gove...,jamal khashoggi; g20; saudi arabia; osaka; hatice cengiz,khashoggi has called; turkey meanwhile has; operators killed him; case turkey dwelled; world leaders other,0.0,0.0,0,0.0,0.0,0.0,0.7023486,,0,0,0,0,0.0,0.0,0,dissatisfaction; responsibility; administration; investigation; extraordinary,0.0,0.0,0.0,0.0,0.0,0.0,0.6124128,khashoggi has called; meanwhile has called; turkey meanwhile has; the throne khashoggi; operators killed him,0.0,0.0,0,0.0,0.0,0.0,0.76662177
75,Nikkei turns moderately higher on Wall Street rally The benchmark Nikkei average rebounded modestly on the Tokyo Stock Exchange Wednesday aided by an extended rally on Wall Street The 225 issue Nikkei...,nikkei; tokyo stock exchange; stocks; topix,brokers said falling; no buying incentives; buying before seeing; extended its winning; the afternoon profit,0.0,0.0,0,0.0,0.0,0.0,0.62804717,,0,0,0,0,0.0,0.0,0,psychologically; disappointing; announcement; performance; outnumbered,0.0,0.0,0.0,0.0,0.0,0.0,0.6727427,brokers said falling; no buying incentives; buying before seeing; extended its winning; remain afloat backed,0.0,0.0,0,0.0,0.0,0.0,0.6299286
76,Johnny Podres Series Star Dies at 75 Johnny Podres who became a celebrated figure in the storied history of the Brooklyn Dodgers in October 1955 when he pitched them to their only World Series champio...,Brooklyn Dodgers; World Series; Baseball; Deaths (Obituaries),the brooklyn dodgers; injured twice during; johnny podres series; stopped the yankees; yankees had runners,0.0,0.0,0,0.2,0.0,0.0,0.67295355,,0,0,0,0,0.0,0.0,0,groundskeepers; disappointing; philadelphia; championship; organization,0.0,0.0,0.0,0.0,0.0,0.0,0.6562728,the brooklyn dodgers; injured twice during; johnny podres series; injured his shoulder; nearby in queensbury,0.0,0.0,0,0.2,0.0,0.0,0.6758784
77,On Talk Radio Conservatives Are Energized Amid all the pressures on the radio industry news talk stations see an opportunity and his name is Barack Obama After eight years of playing defense for Presi...,"Radio; Barack Obama; Rush Limbaugh; Mike Huckabee; Politics; 2008 Presidential Election; Rudolph W Giuliani; Fred Dalton Thompson; News media,journalism; Conservatism in the United States",maddow emerged after; expected to announce; listeners stay tuned; the syndicators hope; billion business has,0.0,0.0,0,0.0,0.0,0.0,0.5969683,,0,0,0,0,0.0,0.0,0,administration; communications; conservatives; counterweight; personalities,0.0,0.0,0.0,0.0,0.0,0.0,0.6648799,maddow emerged after; expected to announce; listeners stay tuned; cherished the notion; limbaugh was talking,0.0,0.0,0,0.0,0.0,0.0,0.6319157
78,Nursing cafes aim to promote regional growth stimulate dialogue on elder care in Japan Workers in the nursing care and welfare sectors are increasingly gathering at so called nursing cafes in an effor...,nursing care; care workers; aging society,called nursing cafes; herself takase often; outside too yasuhiro; hospitals are often; and welfare sectors,0.0,0.0,0,0.0,0.0,0.0,0.70861757,,0,0,0,0,0.0,0.0,0,infrastructure; entrepreneurs; opportunities; conversations; professionals,0.0,0.0,0.0,0.0,0.0,0.0,0.6304058,called nursing cafes; going through topics; herself takase often; outside too yasuhiro; could hold dialogues,0.0,0.0,0,0.0,0.0,0.0,0.702907
79,James R Grover Jr Ex Congressman From Long Island Dies at 93 When former Representative James R Grover Jr a Republican from Suffolk County on Long Island was in his ninth year in Congress in 1971 he d...,Grover James R.; Long Island (NY); Deaths (Obituaries); Grover James R Jr,roads sewers tourism; three daughters jill; attuned to partisan; grover was defeated; percent after years,0.0,0.0,0,0.0,0.0,0.0,0.61930466,,0,0,0,0,0.0,0.0,0,administration; representative; transportation; grandchildren; congressional,0.0,0.0,0.0,0.0,0.0,0.0,0.53890884,roads sewers tourism; don like legislators; three daughters jill; had enough seniority; the labor department,0.0,0.0,0,0.0,0.0,0.0,0.6083068
80,Justice Department agrees to turn over Mueller probe s most important files Democrats say WASHINGTON The Justice Department has agreed to turn over some of the underlying evidence from special counsel...,democrats; robert mueller; donald trump; jerrold nadler; william barr; john dean; russia probe; u.s .,said democrats would; democrats hope leads; subpoenas to provide; had defied subpoena; lawsuit for mueller,0.0,0.0,0,0.4,0.0,0.0,0.77718824,,0,0,0,0,0.0,0.0,0,counterintelligence; administration; investigation; investigating; investigative,0.0,0.0,0.0,0.0,0.0,0.0,0.72678,said democrats would; democrats hope leads; avoid repeated floor; committee heads last; subpoenas to provide,0.0,0.0,0,0.4,0.0,0.0,0.7638216
81,Oracle Growth Plans Worry Rivals and Customers SAN FRANCISCO Each year Oracle s presence looms over this city for a week during the company s Open World customer conference About 41 000 people arrived...,Oracle Corp; Mergers Acquisitions and Divestitures; Computers and the Internet; Enterprise Computing,were software makers; white gloved guards; survive the demands; sponsored juice bar; agenda has rattled,0.0,0.0,0,0.0,0.0,0.0,0.5912019,,0,0,0,0,0.0,0.0,0,representatives; infrastructure; constructions; concentration; searchlights,0.0,0.0,0.0,0.0,0.0,0.0,0.5913881,were software makers; oracle already known; largess the downtown; their choices around; white gloved guards,0.0,0.0,0,0.2,0.0,0.0,0.5850212
82,At Tokyo summit Malala Yousafzai urges world leaders to expand educational opportunities for women Visiting Nobel Peace Prize laureate Malala Yousafzai urged world leaders Saturday to further promote ...,malala yousafzai; education; nobel prize; female empowerment; waw,made new suggestions; business our leaders; visiting nobel peace; the future workforce; leaders must invest,0.0,0.0,0,0.0,0.0,0.0,0.68601334,,0,0,0,0,0.0,0.0,0,entrepreneurship; representatives; opportunities; declarations; technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.6389303,made new suggestions; business our leaders; visiting nobel peace; clear his commitment; the future workforce,0.0,0.0,0,0.0,0.0,0.0,0.7104291
83,Over million new cases daily WHO alarmed at STD spread in era of dating apps GENEVA The World Health Organization expressed alarm Thursday at the lack of progress on curbing sexually transmitted disea...,who; stds; dating; apps; stis; family planning; u.n .,previous study based; services to prevent; its experts warned; wi separately told; in stopping the,0.0,0.0,0,0.0,0.0,0.0,0.59281385,,0,0,0,0,0.0,0.0,0,trichomoniasis; cardiovascular; systematically; antimicrobial; approximately,0.0,0.0,0.0,0.0,0.0,0.0,0.6816094,salama who executive; previous study based; everybody had access; there were concerns; declining as people,0.0,0.0,0,0.2,0.0,0.0,0.6465447
84,We could have had chefs Trump serves up fast food to visiting athletes at White House again WASHINGTON President Donald Trump didn t have to change the menu Monday for his second hosting of college at...,fast food; donald trump; u.s .; offbeat,wasn apologizing for; to visiting athletes; of unhealthy comfort; isn it inappropriate; his latest culinary,0.0,0.0,0,0.0,0.0,0.0,0.7345862,,0,0,0,0,0.0,0.0,0,inappropriate; championship; apologizing; journalists; complained,0.0,0.0,0.0,0.0,0.0,0.0,0.7121787,wasn apologizing for; to visiting athletes; food defying doctors; of unhealthy comfort; isn it inappropriate,0.0,0.0,0,0.0,0.0,0.0,0.7153922
85,Special Session Starts in Texas Texas lawmakers are back for a special session that started the day after their 140 day regular session That s something like sprinting to the finish of a long race and...,Texas; Politics and Government; State Legislatures; Law and Legislation; Republican Party; Democratic Party,democrats aren going; cuts the republicans; one question hanging; after senator wendy; legislators to vote,0.0,0.0,0,0.2,0.0,0.0,0.6353509,,0,0,0,0,0.0,0.0,0,superintendents; obstructionists; congressional; redistricting; consideration,0.0,0.0,0.0,0.0,0.0,0.0,0.63416564,democrats aren going; wendy davis democrat; cuts the republicans; one question hanging; the deadlines school,0.0,0.0,0,0.2,0.0,0.0,0.62206316
86,Mets Have to Rely on a Replacement for Neil Walker but He Comes Up Big Manager Terry Collins had just watched the Mets claim a dramatic victory over a division rival they are fighting for a playoff sp...,Mets; Neil Walker; Miami Marlins; Kelly Johnson; Baseball; Sports injury,familia then pitched; had claimed another; headed collins said; collins said walker; earned addison reed,0.0,0.0,0,0.0,0.0,0.0,0.635935,,0,0,0,0,0.0,0.0,0,challenging; replacement; celebrating; outstanding; understood,0.0,0.0,0.0,0.0,0.0,0.0,0.6829667,familia then pitched; innings allowing two; rosters expand terry; obvious caveat would; had claimed another,0.0,0.0,0,0.0,0.0,0.0,0.62311524
87,Osamu Shimomura co winner of 2008 Nobel Prize in chemistry dies in Nagasaki aged 90 Marine biologist Osamu Shimomura a co winner of the 2008 Nobel Prize in chemistry has died at the age of 90 Nagasaki...,osamu shimomura; obituary,they were recognized; development of nerve; laboratory in woods; born in fukuchiyama; coast after serving,0.0,0.0,0,0.0,0.0,0.0,0.5968183,,0,0,0,0,0.0,0.0,0,massachusetts; northeastern; development; researchers; fluorescent,0.0,0.0,0.0,0.0,0.0,0.0,0.7243023,they were recognized; pharmacy at nagasaki; development of nerve; until his retirement; laboratory in woods,0.0,0.0,0,0.0,0.0,0.0,0.6306111
