sample_id,reference,kobart_prediction,kot5_prediction,kobart_rouge1,kot5_rouge1,kobart_rouge2,kot5_rouge2,kobart_rougeL,kot5_rougeL,kobart_bleu,kot5_bleu,kobart_bertscore,kot5_bertscore,kobart_semantic_similarity,kot5_semantic_similarity,kobart_novel_ngram_rate,kot5_novel_ngram_rate
22,"김종회 위원] ""아울러 회장님께 제안을 하나 드리고 싶은데요. 우리 쌀 소비량이 1979년도에는 135.6㎏이었습니다.","산림청장 신원섭은 국립수목원이 복지기능을 수행할 수 있는 아주 중요한 공간이라고 생각하고, 앞으로 연구ᆞ교육, 지역과 같이 발전하는 방안을 마련하도록 하겠으며 김종회 위원님 순서대로 농업협동조합중앙회장 김병원씨는 농민들에게 직접적 도움이 될 수 있는 일을 많이 해 주시기를 부탁드린다고 당부하였다.고 농업협회는 쌀 소비량이 1979년도에는 135.6kg이었는데, 올해에는 61kg인 것으로 알고 있다.",김 위원은 농업협동조합중앙회장 김 씨에게 농민들에게 직접적 도움이 될 수 있는 일을 많이 해 달라고 부탁했고 김 회장은 그렇게 하겠다고 대답했다.   김 위원이 쌀 소비량이 1979년도에는 135.6kg,0.5714285714285715,0.6666666666666666,0.4,0.5,0.5714285714285715,0.6666666666666666,0.029737934465994483,0.04654865628746293,0.7126837968826294,0.7255509495735168,0.7870803475379944,0.7815486788749695,0.9545454545454546,0.9230769230769231
23,전국에서 땅값이 가장 많이 오른 곳은 하남시(6. 90%)다. 정부가 2018년 12월 3기 신도시로 지정한 데다 감일지구 같은 택지개발이 진행 중이다.,하남시와 함께 3기 신도시로 지정된 경기도 하남시 땅값 상승세도 전국에서 세 번째로 많은 것으로 조사되었으며 부동산이 고점을 찍었다는 인식이 퍼지면서 투자 수요가 확대된 것으로 보인다고 한다.  27일 국토교통부에 따르면 지난해 전국 지가는 전년 대비 3 15년 연속으로 전년보다 높았으나 작년에는 상승세가 꺾이지를 않아 국토부가 발표한 자료에 따르면 작년에 전국에서 땅값이 가장 많이 오른 곳은 하남시(6 발표된 90%)이고 서울지하철 3·5호선 연장선 개발 기대감이 있는 대구 수성구(6인인 53%)는 만촌동과 중동 등지에서 재개발·재건축 진행되면서 땅값이 두 번째로 많이 올랐다. ,경기도 하남시와 함께 3기 신도시로 지정된 경기도 과천시 땅값 상승세가 전국에서 세 번째로 높았고 서울지하철 3·5호선 연장선 개발 기대감이 큰 과천시는 땅값 상승률이 2013년부터 2018년까지 5년 연속,0.4,0.3636363636363636,0.15384615384615383,0.0,0.4,0.1818181818181818,0.06576552054463353,0.0249392608540022,0.7131611108779907,0.7020186185836792,0.8836883306503296,0.8719032406806946,0.92,0.9615384615384616
24,"호기 마을에서 육모정쪽으로 500m 정도 떨어진 하천 옆에 자리한 돌장승으로, 마을에서는 ‘미륵’, ‘미륵정’이라 부르고 있다. 높이 270㎝, 둘레 221㎝이며 목이 없고 원숭이 같은 얼굴이 가슴쪽에 붙어있다.","호기 마을에서 육모정쪽으로 500m 정도 떨어진 하천 옆에 자리한 돌장승으로, 미륵(미래의 부처)이 나타나 아들을 낳게 해줄테니 집을 지어달라고 하여 아들을 낳은 후 집을 지어주었다는 전설이 내려온다.  가옥을 처음 세운 연대는 알 수 없고, 근처 논 속에 있던 것을 조선 철종 1년(1850) 경 김근수씨가 지금의 자리에 세웠으며 매년 7월 7일이면 그 자손들이 모여 제사를 지낸다고 한다.","호기 마을에서 육모정 쪽으로 500m 정도 떨어진 하천 옆에 자리한 돌장승은 마을에서는 미륵, 미륵정이라 부르고 있으며 마을 사람들이 모여 제사를 지낸다고 한다.  미륵정 장승은 미륵정이라고도 불린다.    ",0.25,0.5,0.0,0.0,0.25,0.5,0.15752472077738655,0.2116508492951693,0.7207791805267334,0.803659975528717,0.8672662377357483,0.8919046521186829,0.8333333333333334,0.76
25,"개학을 한 이후의 상황을 철저히 대비하겠습니다. 교육부는 오늘부터 신학기 개학일까지 교육부 차관을 단장으로 하는 '신학기 개학 준비추진단'을 운영하겠습니다. 또한, 이번 추경 정부예산안에 편성된 지방교육재정교부금 2,534억 원을 긴급돌봄지원, 마스크와 손세정제 등 방역물품 준비, 온라인 학습 운영과 같은 코로나19 관련 대응에 최우선적으로 투입하도록 하고 교육청과 구체적 협의를 하겠습니다.","교육부는 오늘부터 신학기 개학일까지 교육부 차관을 단장으로 하는 '신학기 개학 준비추진단'을 운영하여 방역점검과 학생의 온라인학습, 돌봄지원 등 휴업으로 인해 발생할 수 있는 문제들을 시도교육청과 단위학교의 협조를 얻어 촘촘하게 챙겨나가며 이번 주 내에 학교 방역 가이드라인을 더 구체적으로 안내하고 학교관리 및 생활수칙을 확립해 나갈 예정이다.",개학을 한 이후의 상황을 철저히 대비하기 위해 교육부는 신학기 개학 준비추진단을 운영할 것이며 코로나19 관련 대응에 최우선적으로 투입하도록 하고 교육청과 구체적 협의를 할 것이다. 교육부 차관을 단장으로 하는 ,0.0,0.5,0.0,0.0,0.0,0.5,0.22122781711748635,0.2697028150622382,0.7753114104270935,0.8171662092208862,0.9251667857170105,0.9103931784629822,0.7674418604651163,0.4444444444444444
26,"우리나라의 경우 복지고용 연계서비스의 대상이 누구인지, 해당 정책이나 프로그램은 무엇인지에 대한 명확한 정리가 필요하다. 당장 앞서 지적한 바와 같이 복지고용 연계의 상당부분을 담당하는 영국의 확대고용센터나 덴마크의 고용센터가 지원 대상으로 간주하는 집단이 우리와 다르다.",복지고용 연계의 상당부분을 담당하는 영국의 확대고용센터나 덴마크의 고용센터가 지원 대상으로 간주하는 집단이 우리와 다르다는 것은 공공의 급여나 서비스가 전제되지 않은 상태의 복지고용의 연계란 매우 어려운 시도이기 때문에 이를 이해하는데 있어서는 고용과 복지의 연계가 이슈가 되는 정책의 대상이 누구인가를 이해하는 것이 중요하며 해외 사례를 이해하는데 있어서는 정책 대상이 누구인지 이해하는 것이 중요하다.,복지고용 연계의 상당 부분을 담당하는 영국의 확대고용센터나 덴마크의 고용센터가 지원 대상으로 간주하는 집단이 우리와 다르며 이는 정책과 행정 조직의 위상 차이에서 기인한다.   우리나라의 경우 복지서비스의 대상이 ,0.0,0.0,0.0,0.0,0.0,0.0,0.23560316335431927,0.3060408833107411,0.7931034564971924,0.8294868469238281,0.9240507483482361,0.9419457912445068,0.75,0.56
27,"전국에 거의 동 시기에 아주 먼 거리의 농장에서 발병했다는 점 정읍ㆍ연천ㆍ보은 아주 멀리 떨어져 있는데 이 농장 사이에 역학적 상관관계가 드러나고 있지 않다는 점 그렇지요? 김현권 위원] ""2017년도에 발병한 구제역은 몇 가지 특징이 있습니다.","국책연구원인 한국농촌경제연구원에서 2014년도부터 16년도까지 ‘구제역 백서’라는 이 연구자료에 따르면 2016년도에 발병한 구제역은 국내 잔존 바이러스 때문이었다고 결론이 나는데, 그 근거는 이미 국내 구제역 바이러스는 토착화되었고 바이러스가 상존한다고 500페이지에 달하는 연구보고서의 결론이 저것이다.",김 위원은 연천에서 발병한 A형 바이러스 감염 이후 항체형성률을 조사한 결과 백신접종을 하지 않았는데도 38%의 소가 항체가 형성되어 있다고 했다.   김 농림축산식품부장관은 백신접종 대상 농가라고 했다.,0.0,0.0,0.0,0.0,0.0,0.0,0.02008026366983101,0.007702084599594746,0.6629542708396912,0.6653713583946228,0.7989251613616943,0.7928440570831299,0.967741935483871,1.0
28,"이 암각화는 경주 평야를 가로지르는 두 하천이 만나는 곳의 북쪽 바위벽에 그려진 것이다. 선사시대의 것으로 추측되는 이 그림은 강물에서 약 15m 높이의 수직 절벽 윗부분에 가로 약 2m, 세로 약 9m되는 범위에 새겨져, 추상적이고 기하학적으로 표현되어 있다. 모두 27점이 확인되었는데, 기하문 8점과 검과 창의 요소를 갖춘 그림 11점, 발자국 4점, 여성기(女性器) 3점, 배 1점, 그외 동물모습과 해석이 어려운 그림 등이 있다.","경주 평야를 가로지르는 두 하천이 만나는 곳의 북쪽 바위벽에 그려진 암각화는 모두 27점이 확인되었는데, 이 중 방패 모양과 도토리 모양, 꽃 모양의 그림은 다른 지역의 바위그림에서는 볼 수 없는 이 지역만의 독특한 특색이며 칠포리의 영향을 많이 받았을 것으로 추정된다. @president    ",암각화란 바위나 동굴의 벽면에 기호나 물건의 모양을 새겨 놓은 그림을 이르는데 경주 평야를 가로지르는 두 하천이 만나는 곳의 북쪽 바위벽에 그려진 암각화는 선사시대의 것으로 추측된다.  그림은 모두 27,0.1818181818181818,0.19999999999999998,0.0,0.0,0.1818181818181818,0.19999999999999998,0.1624498640269696,0.11126638174554694,0.7444619536399841,0.7502279281616211,0.913237452507019,0.8890063166618347,0.717948717948718,0.6296296296296297
29,"진술인 이수연] ""저희가 모의평가 한 부분들이 물론 교육부가 제시한 그 기준을 모두 반영시키지는 못했고 4년제 사립대학만을 대상으로 한 한계 등등이 있지만 과거 그러니까 정부 재정지원 제한대학에 비해서는 비수도권 대학 쏠림 현상이 상대적으로 완화될 것이라고 보이는 측면은 있습니다. 그런데 문제는 여전히 비수도권 대학 중심의 구조조정 이 틀 자체를 바꾸기에는 무리가 있다는 겁니다.","배재정 위원에 따르면 비수도권 대학 중심의 구조조정 이 틀 자체를 바꾸기에는 무리가 있다는 문제 제기와 함께 지금 지방대의 타격을 완화할 수 있는 효과도 크지 않고 그렇다고 한다면 부작용이 많은 방법보다는 지금 현행 법 제도를 보완하는 방식으로 개선하는 것이 일차적이고 나머지 부분은 정책적으로 보완하는 것이 필요하다라고 의견을 밝혔다.  




재정의 위원인 이수연 진술인",이 진술인은 교육부가 제시한 기준을 모두 반영시키지는 못했지만 비수도권 대학 중심의 구조조정 틀 자체를 바꾸기에는 무리가 있다며 지방대의 타격을 완화할 수 있는 효과가 크지 않을 것이라고 했다.   김 ,0.0,0.0,0.0,0.0,0.0,0.0,0.17436584988251863,0.10068916938310633,0.7391522526741028,0.7922907471656799,0.8872184753417969,0.8980423212051392,0.82,0.6666666666666666
30,1962년 8월 22일 파리 변두리에 있던 OAS 일당은 프랑스 제5공화국의 대통령 샤를 장군은 마땅히 죽어야 한다는 결론을 내렸다. 암살단은 시속 110km로 달리는 대통령 전용차 시트로엥에 12발의 총탄을 명중시켜 그중 두 발이 타이어를 터트렸다.,"1962년 8월 22일 파리 변두리에 있던 OAS 일당은 프랑스 제5공화국의 대통령 샤를 장군은 마땅히 죽어야 한다는 결론을 내리며 드골 대통령이 탄 차는 프티 클라마르 거리에 나타났고, 암살단은 시속 110km로 달리는 대통령 전용차 시트로엥에 12발의 총탄을 명중시켜 그중 두 발이 타이어를 터트리는 등 대대적인 인간사냥에 돌입했다.",1962년 8월 22일 파리 변두리에 있던 OAS 일당은 프랑스 제5공화국의 대통령 샤를 장군은 마땅히 죽어야 한다는 결론을 내렸고 암살단은 대통령 전용차 시트로엥에 12발의 총탄을 명중시켜 두 발이 타이어를 ,1.0,0.923076923076923,1.0,0.7272727272727272,1.0,0.923076923076923,0.6418301763650716,0.677222307518484,0.9206904172897339,0.9435328245162964,0.9713466763496399,0.8858422636985779,0.3409090909090909,0.14814814814814814
31,"국가공무원인재개발원(원장 박춘란, 이하 ‘국가인재원’)이 교직원과 교육생을 대상으로 첫 공모전을 실시했다. ‘국민과 함께하는 인재원, 소통하는 인재원’을 목표로 첫 실시한 이번 공모전에는 인재원에 대한 다양한 생각이 담긴 기고문과 수기, 에세이 등 17편이 접수됐다. 인재원은 주제의 적정성, 구성력, 홍보효과를 기준으로 선정위원회를 열어 총 3편을 최종 우수작으로 선정했다.","국가공무원인재개발원은 교직원과 교육생을 대상으로 지난 4월 20일부터 5월 15일까지 접수한 나도 NHI(국가공무원인재개발원) 명예기자 공모전의 당선작을 발표하였으며 인재원에 대한 다양한 생각이 담긴 기고문과 수기, 에세이 등 17편이 접수되었다.  




‘국민과 함께하는 인재원, 소통하는 인재원’을 목표로 첫 실시한 이번 공모전에는 인재원에 대한 다양하고 참신한 홍보소재 발굴을 위해 ‘2020 나라배움터 빌리지(Village)’ 수강생 작품이 10편에 이르는 등 지역 주민들의 참여가 높았다.","국가공무원인재개발원이 교직원과 교육생을 대상으로 공모전을 실시한 나는 NHI 명예기자 공모전의 당선작을 발표했다.   국가인재원은 다양한 생각이 담긴 기고문과 수기, 에세이 등 17편이 접수됐다고 밝혔다.  .  ",0.1818181818181818,0.5,0.0,0.0,0.1818181818181818,0.5,0.35925274244115357,0.15470563935123333,0.8016350269317627,0.8089537620544434,0.952244222164154,0.923301100730896,0.6111111111111112,0.6086956521739131
32,"손한별 교수는 북미협상 교착상태가 장기화될수록 북한이 핵 역량을 강화하여 협상력을 높인다는 점에서 바이든 행정부가 조기에 북한과의 협상을 시작해야 한다고 언급하고, 외교적 해법 모색에 군사적 준비 태세가 뒷받침되어야 한다고 하였습니다. 정성철 교수는 대북 제재의 효과성에 대한 분석, 북한 비핵화를 위한 단기/중기/장기 로드맵 마련, 중국과 러시아의 건설적인 역할을 견인할 수 있는 방안 마련 등이 필요하며, 동 과정에서 한미간 긴밀한 공조가 중요하다고 강조하였습니다.","앙리 페론(Henri Féron) 선임연구원은 선 비핵화후 제재 완화 등 기존의 정책 기조를 유지하기 보다는 현실적인 접근법을 모색할 필요가 있으며, 북핵 문제 해결 과정에 있어서 중국이 건설적인 역할을 할 수 있도록 견인해 나가야하며, 바이든 행정부는 동맹국과의 협력 하에 외교정책을 추진할 것으로 예상되며, 한미간 긴밀한 공조가 중요하다고 강조하였고 손한별 교수는 대북 제재의 효과성에 대한 분석, 북한 비핵화를 위한 단기/중기/장기 로드맵 마련, 중국과 러시아의 건설적인 역할을 견인할 수 있는 방안 마련 등이 필요하다고 언급하였다.",페론 선임연구원은 북한이 도발하기 전 신 행정부가 북한에 대해 분명한 정치적 메시지를 보내는 것이 중요하며 종전선언이 미북 간 신뢰를 구축하고 협상을 재개하는 데 기여할 수 있을 것이라고 언급했다. ,0.0,0.0,0.0,0.0,0.0,0.0,0.33900732413160917,0.004442177399336186,0.7903780937194824,0.7295119762420654,0.9656615853309631,0.8996589183807373,0.6376811594202898,1.0
33,"자산총액 상위 31개 집단의 순위는 기존에 상호출자제한기업집단은 변동이 없습니다. 다만, 32위 이하에서는 중흥건설이 40위에서 35위로, 태영이 44위에서 40위로, 동국제강이 37위에서 45위, 한진중공업이 38위에서 52위 등의 순위 변동이 있었습니다. 자산총액 5조 원 이상 집단의 자산총액은 꾸준히 증가하는 추이를 보이고 있습니다.","자산총액 상위 31개 집단 중 부채비율이 감소한 집단은 중흥건설, 동국제강 등이고, 부채비율이 많이 감소한 집단은 한국지엠, 한진중공업 등인 것으로 나타났으며 자산총액 5조 원 이상 집단의 자산총액은 꾸준히 증가하는 추이를 보이고 있다.  가맹점의 순위는 상호출자제한기업집단은 변동이 없으나 32위 이하에서는 중흥건설이 40위에서 35위로, 태영이 44위에서 40위로, 동국제강이 37위에서 45위, 한진중공업이 38위에서 52위 등의 순위 변동이 있었다.",자산총액 상위 31개 집단의 순위는 상호출자제한기업집단은 변동이 없으나 32위 이하에서는 태영이 44위에서 40위로 등의 순위변동이 있었다. 자산총액 5조 원 이상 집단은 꾸준히 증가하는 추이를 보이고 있다. ,1.0,0.625,0.8000000000000002,0.28571428571428575,0.9090909090909091,0.625,0.49769678994009153,0.22891407435595315,0.8124313354492188,0.8553382754325867,0.963274359703064,0.9470787644386292,0.46153846153846156,0.48
34,회원국은 코로나19로 인해 자격 갱신을 위한 교육 또는 보수교육을 받을 수 없는 선원에 대해서도 유사한 실용적인 조치를 마련해야합니다. 기국과 항만국은 최소 3개월 또는 코로나19 종식을 알리는 선언이 있을 때까지 선원의 자격증 유효기간이 연장될 수 있도록 다른 국가와 협력해야 합니다.,"기국과 항만국은 2006년 해사노동협약이 적용되는 자국법 또는 선원의 고용계약서에 규정된 선원 최대승무기간이 초과되는 경우 합리적인 기간동안 선원의 승선기간을 연장할 수 있도록 실용적인 조치를 마련해야 하고, 항만국은 해당 국가의 지역사회를 위한 제품 하역을 목적으로 입항하려는 선박의 입항을 허용하고 각국상황에 따라 자국민과 동등한 수준으로 선원이 해당 국가의 의료시설을 이용하고 치료를 받을 수 있도록 허용해야 한다.",회원국은 2006년 해사노동협약이 적용되는 자국법 또는 선원의 고용계약서에 규정된 선원 최대 승무기간이 초과되는 경우 합리적인 기간 동안 선원 승선 기간을 연장할 수 있도록 실용적인 조치를 마련해야 한다.   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0265040377466141,0.023502578032327293,0.7350438237190247,0.746475338935852,0.8852404356002808,0.8745279312133789,0.92,0.9230769230769231
35,"박 의장은 이번 G20국회의장회의에 이어 이탈리아 하원 주최로 열리는 PreCOP26(8~9일)에 참석한다. 박 의장은 회원국 의회 지도자들과 함께 기후변화에 관한 정보를 공유하고, 파리협정과 기후변화협약의 실질적인 이행 방안에 대해 의견을 나눌 계획이다.","박 의장은 G20국회의장회의 기간동안 영국과 사우디아라비아 등 G20 회원국과 초청국의 의회정상들과 연쇄 양자회담을 갖고 두 나라 간 경제 협력 등 개별 현안에 대해 논의할 예정이라고 밝혔으며, 이번 방문으로 한이집트 간 고위급 교류 활성화의 물꼬를 열 것으로 전망된다.  가맹국인 이집트의 국책 사업에 한국 기업들이 참여할 수 있도록 지원할 방침이다.",박 의장은 G20국회의장회의에 이어 이탈리아 하원 주최로 열리는 PreCOP26에 참석해 회원국 의회 지도자들과 함께 기후변화에 관한 정보를 공유하고 파리협정과 기후변화협약의 실질적인 이행 방안에 대해 의견을,0.3333333333333333,0.6666666666666666,0.0,0.5,0.3333333333333333,0.6666666666666666,0.015916698873491182,0.5481124141787199,0.7011743783950806,0.9277982115745544,0.8685307502746582,0.8569568395614624,0.9787234042553191,0.25
36,국가정보원(국정원) 댓글 사건은 2012년 12월 11일 제18대 대통령 선거 직전 민주통합당(더불어민주당 전신)이 “국가정보원 직원 김모씨가 문재인 후보에 대한 비방 댓글을 달았다”며 김씨 오피스텔의 문 앞을 40시간 동안 점거하면서 처음 제기됐다. 서울지방경찰청은 2012년 12월 16일 “민주통합당이 ‘문재인 대선 후보를 비방하는 인터넷 댓글을 작성했다’는 의혹을 제기한 국가정보원 직원 김모씨의 개인 컴퓨터와 노트북 하드디스크에서 비방 댓글을 발견하지 못했다”고 발표했다.,"2012년 12월 11일 제18대 대통령 선거 직전 민주통합당(더불어민주당 전신)이 ""국가정보원 직원 김모씨가 문재인 후보에 대한 비방 댓글을 달았다""는 제보를 받고 김씨 오피스텔의 문 앞을 40시간 동안 점거하면서 처음 조사한 민주통합당은 전직 국정원 간부(김모씨)로부터 제보를 받았고 당시 문재인 대선캠프 A 팀장은 12월 10일과 11일 국정원 간부와 집중적으로 통화하였다고 밝혔다.",제18대 대통령 선거 직전 민주통합당이 김 씨 오피스텔의 문 앞을 40시간 동안 점거하면서 처음 제기된 국가정보원 댓글 사건은 2012년 12월 16일 서울지방경찰청은 비방 댓글을 발견하지 못했다고 발표했다.  ,0.7058823529411765,0.7692307692307693,0.5333333333333333,0.7272727272727273,0.7058823529411765,0.7692307692307693,0.35332225458334493,0.16290256954154816,0.8011185526847839,0.8075320720672607,0.953999936580658,0.9474830627441406,0.5531914893617021,0.4230769230769231
37,국방부는 그렇다고 하지만 적어도 사드 배치 정도의 중요한 정부의 결정은 청와대와 국방부가 긴밀하게 정무적인 논의를 합니다. 국방부가 일방적으로 발표하지 않아요 절대로. 이런 정도의 사안은 아주 긴밀한 정부 내의 협의를 거치는데 그 협의의 내용 중에는 정무적인 협의도 있어요.,국방부장 사드 배치 정도의 중요한 결정은 청와대와 국방부가 긴밀하게 정무적인 논의를 거치는데 그 협의의 내용 중에는 정무적인 협의도 포함돼 있는데 그런 것이 상당히 간과되었다 이런 느낌을 본 위원은 지울 수가 없는 것 같다고 전했다.역시 국방부장관 한민구 위원인 저희 나름대로는 6월 말에 부지가 가장 중요했기 때문에 '사드 배치는 중대한 재정적 부담을 지우는 사안이기 때문에 이것은 국회비준동의를 필요로 한다'고 주장했다.,정 위원은 사드 배치 정도의 중요한 정부의 결정은 청와대와 국방부가 긴밀하게 정무적인 논의를 하는데 그 협의의 내용 중에는 정무적 협의도 있어 상당히 간과되었다는 느낌을 지울 수 없다고 했다.    김 국방부장관,0.0,0.0,0.0,0.0,0.0,0.0,0.21602669022184218,0.3331033429920885,0.7598524689674377,0.8133097887039185,0.8838844895362854,0.907118022441864,0.7543859649122807,0.5517241379310345
38,"연간 8조원 육박하는 게임산업 수출액은 문체부가 정한 만화, 음악, 영화 등 11개 콘텐트 산업 분야 가운데 가장 컸다. 전 세계가 주목하는 K팝의 11배, K무비의 154배에 달한다. K게임의 위상은 어느 정도일까.","미국 시장조사업체 센서타워가 제공하는 세계 89개국의 구글플레이 모바일 게임 차트(16일 기준)를 분석해보니, 국내 게임유통사 중 넷마블이 유통한 게임은 전체 89개국 중 83개국에서 구글플레이 매출 순위 100위 안에 오르고, 넷마블의 미국 자회사 카밤도 64개국에 인기 게임을 서비스 중이며  연간 8조원 육박하는 게임산업 수출액은 문체부가 정한 만화, 음악, 영화 등 11개 콘텐트 산업 분야 가운데 가장 높은 금액으로 전 세계가 주목하는 K팝의 11배, K무비의 154배에 해당하는 것으로 나타났다.","2018년 한 해 동안 한국의 3대 콘텐트 산업이 거둔 수출 실적은 만화, 음악, 영화 등 11개 산업 분야 중 가장 컸고 전 세계가 주목하는 K팝의 11배, K무비의 154배에 달한다.",0.631578947368421,0.7142857142857143,0.5882352941176471,0.6666666666666666,0.631578947368421,0.7142857142857143,0.3237722713145643,0.37436369236250616,0.7692623734474182,0.8497770428657532,0.8918611407279968,0.9299914240837097,0.6615384615384615,0.5714285714285714
39,"크게 한 파트는 보다 부처가 갈등관리에서 책임성을 갖고 할 수 있는 시스템을 확립하는 일이고, 두 번째는 이와 함께 우리들이 국무조정실에서도 총리실에서도 갈등관리 전반에 대해서 컨트롤타워 역할로서 지원·점검체제를 확립하는 것이 두 번째가 되겠고요. 세 번째는 여러 가지 갈등관리에 대한 인프라나 역량을 제고하는 것들이 부족한 실정입니다. 그래서 중장기적인 방안도 포함이 되겠습니다만, 인프라를 확충하는 이런 세 가지 내용이 되겠습니다.","지난번 국무조정실에서 업무보고를 했었는데, 우리들이 일부 아시다시피 반구대 암각화 보존 등 일부 갈등과제에 대해서는 완화하는 노력도 기울이면서 일부 성과도 있습니다만, 여전히 체계적이고 효과적인 시스템이랄지 이런 것들이 미흡하지 않느냐 그런 인식이 있어 개선방안을 마련하였다고 전하였다.  .     이 방안은 크게 한 파트는 보다 부처가 갈등관리에서 책임성을 갖고 할 수 있는 시스템을 확립하는 일이고, 두 번째는 국무총리실에서도 갈등관리 전반에 대해서 컨트롤타워 역할로서 지원·점검체제를 확립하는 것이며, 세 번째는 여러 가지 갈등관리에 대한 인프라나 역량을 제고하는 것이다.",정부 갈등관리체계 개선방안은 부처가 갈등관리에서 책임성을 갖고 할 수 있는 시스템을 확립하는 것과 국무조정실에서도 총리실에서도 갈등관리 전반에 대해 컨트롤타워 역할로서 지원·점검체제를 확립하는것 3파트로 구성된다.,0.0,0.0,0.0,0.0,0.0,0.0,0.3959654676954266,0.12885040003456605,0.7805245518684387,0.8079081177711487,0.9612213373184204,0.9054986834526062,0.5915492957746479,0.43478260869565216
40,고르너그라트로 가는 스위스 최초의전기 톱니 궤도를 달리는 열차입니다. 1898년에 만들어졌고 오랫동안 사용된 친환경 열차입니다.,1년 내내 녹지 않는 설원에서 즐기는 스키 웅장한 자연은 원 없이 달리고 또 달릴 수 있는 거대한 운동장이 돼 인종무엇을 상상하든 그 이상의스키를 즐길 수 있는 기회를 제공하며고르너그라트로 가는 스위스 최초의전기 톱니 궤도를 달리는 열차자격1898년에 만들어졌고 오랫동안 사용된 친환경 열차자문열차가 내려갈 때 에너지를 생성하게 되는데 3대의 열차가 내려가면 그 에너지로 2대의 열차가 올라옵 용인적은 에너지 사용만으로 열차 운행이 지속할 수 있다.,체르마트에서 고르너그라트까지는 기차로 약 40분 정도 걸리는데 기차가 달리는 순간순간 잊을 수 없는 추억을 안겨주는 이 열차는 운행 원리가 독특해서 기차를 타고 가는 순간순간이 추억이 될 수 있는 열차이다. ,0.4,0.0,0.0,0.0,0.4,0.0,0.11127177976187139,0.011375557007661507,0.7293028831481934,0.6909448504447937,0.7989639639854431,0.7551436424255371,0.864406779661017,1.0
41,"진흥원은 코로나19로 인해 사회적경제기업들이 어려움을 겪는 상황에서 사회적 가치 확산을 위한 대국민 캠페인 ‘바이소셜’ 을 전개하고 있으며, 이번 기획전도 우수 창업팀의 소셜 미션과 비즈니스를 바이소셜 캠페인과 연계하여 효과적으로 알림으로써, 가치 소비 문화에 대한 국민적 공감대 확산에 기여할 것으로 기대된다. 또한, 이번 기회를 통해 창업기업의 성장과 사회적경제 창업 생태계 확장을 적극적으로 지원할 수 있도록 한층 더 노력할 예정이다.","한국사회적기업진흥원은 사회적경제 분야의 대표적인 창업 지원 프로그램인 '사회적기업가 육성사업' 우수창업팀들을 위한 크라우드펀딩 특별기획전(이하 기획전)에서, 시청각 장애인들이 장인정신으로 직접 제작하는 수제구두 브랜드 '아지오(AGIO)'를 통해 안정적인 장애인 일자리를 창출하고 있는 ‘사회적협동조합 구두만드는풍경’,과, 친환경 소재로 일상생활 속에서 편하게 신을 수 있는 데일리 슈즈를 제작‧판매하고, 수익금 일부를 정기적으로 보육원에 기부하는 친환경 신발 브랜드 ‘주식회사 엘에이알(LAR)’, 보건복지 폐 소방장비 업사이클링 제품 제작·판매를 통해 암 투병 소방관 후원 기부금을 전달하고, 소방관과 함께하는 문화를",한국사회적기업진흥원은 사회적경제 분야의 대표적인 창업 지원 프로그램인 사회적기업가 육성사업의 우수 창업팀들을 위한 크라우드펀딩 특별기획전을 진행한다.    기획전에서는 15개 업체의 펀딩이 진행될 예정이다.  . ,0.0,0.0,0.0,0.0,0.0,0.0,0.007089125691361662,0.003668759974033515,0.6736659407615662,0.7205255627632141,0.8675405383110046,0.8637549877166748,1.0,1.0
42,"아까 말씀드린 대로 경주하고 달라진 점은 여기는 도시화된 지역이었습니다. 말씀하신 대로 민간시설과 공공시설에 대한 피해조사를 통해서 열흘 이후 특별재난지역으로 선포했습니다. 그러니까 많이 차이가 나지는 않는데 장관님께서 말씀하신 대로 이번 지진은 도심지에 피해가 있었고, 지난해 경주지진은 대부분이 전통기와가 무너져서 난 피해였습니다.","지난해 경주지진은 대부분 전통기와가 무너져서 난 피해였는데, 이번 같은 경우에는 도심지 내 학교라든지 교량이나 시설물에 대한 피해가 꽤 큰 것으로 파악이 되고 있다.  <답변> (관계자) 기획조정실장은 작년의 경우 경주지진 피해액이 90억 8,000만 원으로 나왔고 복구비액 128억 원이었다며 생각보다 피해가 더 심각하다는 말씀을 드렸다.",경주지진 피해액은 90억 8000만 원으로 민간시설과 공공시설에 대한 피해조사를 통해 열흘 이후 특별재난지역으로 선포했고 복구비액은 128억 원이었다.    . . -   - - .  ,0.0,0.0,0.0,0.0,0.0,0.0,0.04178246154282008,0.07119460809857069,0.7403923273086548,0.7142930626869202,0.8967073559761047,0.7927483320236206,0.9285714285714286,0.7619047619047619
